title,url,seendate,domain,NM_count,MO_count,ID_count,ND_count,SC_count,OH_count,ALL_RELEV_count,PA_count,AL_count,FL_count,IA_count,OR_count,NH_count,VA_count,AZ_count,KY_count,CT_count,USA_count,MI_count,KS_count,VT_count,RI_count,CA_count,ME_count,OK_count,IN_count,MS_count,NV_count,MT_count,TN_count,TX_count,GA_count,UT_count,HI_count,NE_count,MN_count,WI_count,CO_count,IL_count,WV_count,LA_count,AK_count,DE_count,NY_count,MD_count,WY_count,NC_count,SD_count,MA_count,NJ_count
"CNN Soledad OBrien , Liberal Guest Team Up to Attack Breitbart Editor Over  Critical Race Theory  ",https://newsbusters.org/blogs/nb/matt-hadro/2012/03/08/cnns-soledad-obrien-liberal-guest-team-attack-breitbart-editor-over,20200803T083000Z,newsbusters.org,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Critical Race Tale Told by Leftist Idiots Signifying Nothing,https://canadafreepress.com/article/a-critical-race-tale-told-by-leftist-idiots-signifying-nothing,20200805T150000Z,canadafreepress.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amazing Benefits of Becoming Salesforce Developer via CRT - 450 Exam , Best Training Courses and Dumps – First Comics News",https://www.firstcomicsnews.com/amazing-benefits-of-becoming-salesforce-developer-via-crt-450-exam-best-training-courses-and-dumps/,20200806T173000Z,firstcomicsnews.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The race is on ; Candidates address critical issues,https://www.natchitochestimes.com/2020/08/13/the-race-is-on-candidates-address-critical-issues/,20200813T064500Z,natchitochestimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Journalist declares  one - man war against critical race theory  after nuke lab holds  white privlege  training,https://www.foxnews.com/us/chris-rufo-one-man-war-race-theory,20200814T044500Z,foxnews.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reminder : Critical race theory isnt scriptural,https://onenewsnow.com/church/2020/08/18/reminder-critical-race-theory-isnt-scriptural,20200818T073000Z,onenewsnow.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B . C . Court Of Appeal Weighs In On Legal Representation In CRT Proceedings - Litigation , Mediation & Arbitration",https://www.mondaq.com/canada/trials-appeals-compensation/978120/bc-court-of-appeal-weighs-in-on-legal-representation-in-crt-proceedings,20200821T081500Z,mondaq.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Third upsized Freddie Mac deal confirms CRT demand is back on track,https://www.nationalmortgagenews.com/news/third-upsized-freddie-mac-deal-confirms-crt-demand-is-back-on-track,20200821T200000Z,nationalmortgagenews.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microsoft Flight Simulator looks incredible , even on three CRT monitors",https://www.windowscentral.com/microsoft-flight-simulator-looks-incredible-even-three-crt-monitors,20200824T161500Z,windowscentral.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT Real Estate Investment Trust ( TSE : CRT . UN ) Financials Are Too Obscure To Link With Current Share Price Momentum : What In Store For the Stock ? ,https://news.yahoo.com/ct-real-estate-investment-trusts-113851147.html,20200825T121500Z,news.yahoo.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Continued Violence In Kenosha May Tighten 2020 Race In Critical State Of Wisconsin,https://thefederalist.com/2020/08/25/continued-violence-in-kenosha-may-tighten-2020-race-in-critical-state-of-wisconsin/,20200825T210000Z,thefederalist.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandia Labs Goes Nuclear On Employee Who Sparked Internal Revolt Over Critical Race Theory,https://www.zerohedge.com/political/sandia-labs-goes-nuclear-employee-who-sparked-internal-revolt-over-critical-race-theory,20200829T024500Z,zerohedge.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebellion Against Critical Race Theory in the Federal Government,https://www.amren.com/news/2020/08/rebellion-against-critical-race-theory-in-the-federal-government/,20200831T190000Z,amren.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UF cancels , then reinstates ,  critical race theory  class amid student outrage , gives prof promotion",https://www.campusreform.org/?ID=15563,20200901T053000Z,campusreform.org,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRT for Esophageal Cancer Tied to Vertebrae Fractures,https://www.medpagetoday.com/hematologyoncology/othercancers/88388,20200901T153000Z,medpagetoday.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Rufo calls on Trump to end critical race theory  cult indoctrination  in federal government,https://www.foxnews.com/politics/chris-rufo-race-theory-cult-federal-government,20200902T023000Z,foxnews.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Rufo on the  Critical Race Theory  Takeover of the U . S . ,https://www.lewrockwell.com/lrc-blog/christopher-rufo-on-the-critical-race-theory-takeover-of-the-u-s/,20200902T101500Z,lewrockwell.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump called to purge critical race theory training from federal agencies after disturbing probe,https://www.bizpacreview.com/2020/09/02/calls-for-trump-to-purge-critical-race-theory-training-from-federal-agencies-after-disturbing-probe-967270,20200902T141500Z,bizpacreview.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Critical Race Theory and the war on standards,https://www.powerlineblog.com/archives/2020/09/critical-race-theory-and-the-war-on-standards.php,20200902T204500Z,powerlineblog.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Remnant Newspaper - Critical Race Theory and Cooties,https://remnantnewspaper.com/web/index.php/fetzen-fliegen/item/5041-critical-race-theory-and-cooties,20200902T210000Z,remnantnewspaper.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump to Feds : Stop  Anti - American  Training on  Critical Race Theory  ,https://www.msn.com/en-us/news/politics/trump-to-feds-stop-anti-american-training-on-critical-race-theory-e2-80-99/ar-BB18IYdA,20200905T011500Z,msn.com,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"White House memo calls for ban on federal agencies conducting training on  critical race theory ,  white privilege  with taxpayer dollars",http://www.cbsnews.com/news/white-house-memo-calls-for-ban-on-federal-agencies-conducting-training-on-critical-race-theory-white-privilege-with-taxpayer-dollars/,20200905T024500Z,cbsnews.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White House orders end of  critical race theory  training for government agencies,https://www.washingtonexaminer.com/news/white-house-orders-end-of-critical-race-theory-training-for-government-agencies,20200905T024500Z,washingtonexaminer.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White House Halts  Critical Race Theory Training for Government Workers,https://www.theepochtimes.com/white-house-halts-critical-race-theory-trainings-for-government-workers_3488960.html,20200905T031500Z,theepochtimes.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump Bans Federal Money From Funding Far - Left Anti - American  Critical Race Theory  ,http://freerepublic.com/focus/f-news/3881108/posts,20200905T043000Z,freerepublic.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Trump Orders Purge of  Critical Race Theory  from Federal Agencies,https://www.breitbart.com/tech/2020/09/04/partys-over-trump-orders-purge-of-critical-race-theory-from-federal-agencies/,20200905T051500Z,breitbart.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President bans critical race theory training from federal agencies , it will be war",https://www.independentsentinel.com/president-bans-critical-race-theory-training-from-federal-agencies-it-will-be-war/,20200905T133000Z,independentsentinel.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Social Media Buzz : Critical Race Theory , Kentucky Derby , Mulan",https://www.msn.com/en-us/news/world/social-media-buzz-critical-race-theory-kentucky-derby-mulan/ar-BB18JRRP,20200905T153000Z,msn.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump Bans Taxpayer Money from Funding Anti - American  Critical Race Theory  ,https://neonnettle.com/news/12560-trump-bans-taxpayer-money-from-funding-anti-american-critical-race-theory-,20200905T154500Z,neonnettle.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trump Admin Bans  Critical Race Theory ,  White Privilege  Brainwashing Sessions For Govt Agencies",https://www.infowars.com/trump-admin-bans-critical-race-theory-white-privilege-brainwashing-sessions-for-govt-agencies/,20200905T160000Z,infowars.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trump ends  un - American  white privilege propaganda training , critical race theory at federal agencies",https://www.bizpacreview.com/2020/09/05/trump-ends-un-american-white-privilege-propaganda-critical-race-theory-at-federal-agencies-968511,20200905T173000Z,bizpacreview.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Party Over : Trump Orders Purge of  Critical Race Theory  from Federal Agencies,https://canadafreepress.com/article/partys-over-trump-orders-purge-of-critical-race-theory-from-federal-agencie,20200905T174500Z,canadafreepress.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brilliant black professor on Critical Race Theory --  revenge society ,  racism under new management  ",https://www.independentsentinel.com/brilliant-black-professor-on-critical-race-theory-revenge-society-racism-under-new-management/,20200905T183000Z,independentsentinel.com,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump just ordered a PURGE of liberal  critical race theory  from the entire federal government,https://therightscoop.com/trump-just-ordered-a-purge-of-liberal-critical-race-theory-from-the-entire-federal-government/,20200905T184500Z,therightscoop.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump admin ending critical race theory training at federal agencies :  Anti - American propaganda  -- Puppet Masters -- Sott . net,https://www.sott.net/article/440904-Trump-admin-ending-critical-race-theory-training-at-federal-agencies-Anti-American-propaganda,20200905T213000Z,sott.net,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
President Trump orders federal agencies to stop spending money on training employees on critical race theory and white privilege,https://twitchy.com/brett-3136/2020/09/05/president-trump-orders-federal-agencies-to-stop-spending-money-on-training-employees-on-critical-race-theory-and-white-privilege/,20200905T221500Z,twitchy.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump Admin Bans Critical Race Theory Trainings At Federal Agencies,https://thefederalist.com/2020/09/05/trump-administration-bans-critical-race-theory-trainings-at-federal-agencies/,20200905T233000Z,thefederalist.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump Tells Feds : Stop  Anti - American  Training On  Critical Race Theory  ,https://www.zerohedge.com/political/trump-tells-feds-stop-anti-american-training-critical-race-theory,20200906T003000Z,zerohedge.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KUOW - Trump Tells Agencies To End Trainings On  White Privilege  And  Critical Race Theory  ,https://kuow.org/stories/trump-tells-agencies-to-end-trainings-on-white-privilege-and-critical-race-theory,20200906T011500Z,kuow.org,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trump tells agencies to end trainings on  white privilege ,  race theory  ",https://whyy.org/npr_story_post/trump-tells-agencies-to-end-trainings-on-white-privilege-and-critical-race-theory/,20200906T011500Z,whyy.org,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump tells federal agencies to end training on  white privilege  and  critical race theory  ,https://www.mprnews.org/story/2020/09/05/npr-trump-tells-agencies-to-end-trainings-on-white-privilege-and-critical-race-theor,20200906T031500Z,mprnews.org,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump Admin Bans Critical Race Theory Training,http://www.frontpagemag.com/point/2020/09/trump-admin-bans-critical-race-theory-training-daniel-greenfield/,20200906T093000Z,frontpagemag.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump White House memo says  no place  for  critical race theory  in US government while moving to end diversity trainings,https://www.alternet.org/2020/09/trump-white-house-memo-says-no-place-for-critical-race-theory-in-us-government-while-moving-to-end-diversity-trainings/,20200906T133000Z,alternet.org,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOOM : Trump Bans Critical Race Theory Training in Federal Agencies,https://pjmedia.com/news-and-politics/stacey-lennox/2020/09/06/boom-trump-bans-critical-race-theory-training-in-federal-agencies-n896234,20200906T140000Z,pjmedia.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
President Trump Directs Federal Agencies To Stop All  Critical Race Theory  Brainwashing Classes,https://larouchepub.com/pr/2020/20200905_race_theory.html,20200906T151500Z,larouchepub.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandia Labs employee rails against critical race theory in lab - wide email,https://www.dailylobo.com/article/2020/09/sandia-labs-employee-rails-against-critical-race-theory-in-lab-wide-email,20200906T164500Z,dailylobo.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Listening & Black Lives Matter : Jean - Louis Chretien on Critical Race Theory & Political Discourse,https://www.nationalreview.com/2020/09/on-listening-and-the-black-lives-matter-movement/,20200906T183000Z,nationalreview.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump Orders Purge of  Critical Race Theory  From Federal Agencies : What It Is & Why Trump Order Matters,https://www.redstate.com/mike_miller/2020/09/06/trump-orders-purge-of-%E2%80%98critical-race-theory%E2%80%99-from-federal-agencies-what-it-is-why-trump%E2%80%99s-order-matters/,20200906T191500Z,redstate.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banning Critical Race Theory And White Privilege Isnt The Answer . But Viewpoint Diversity Can Be . ,https://www.forbes.com/sites/ilanaredstone/2020/09/06/banning-critical-race-theory-and-white-privilege-isnt-the-answer-but-viewpoint-diversity-can-be/,20200906T211500Z,forbes.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pollak : Eight Years Later , Andrew Breitbart Vindicated on Critical Race Theory",https://www.breitbart.com/politics/2020/09/06/pollak-eight-years-later-andrew-breitbart-vindicated-on-critical-race-theory/,20200906T231500Z,breitbart.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Is Critical Race Training Illegal ? [ with comment by Paul ] ,https://www.powerlineblog.com/archives/2020/09/is-critical-race-training-illegal.php,20200907T043000Z,powerlineblog.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump daring Dems to defend  critical race theory  and 1619 project as he moves to suspend indoctrination in schools and govt . agencies,https://www.americanthinker.com/blog/2020/09/trump_daring_dems_to_defend_critical_race_theory_and_1619_project_as_he_moves_to_suspend_indoctrination_in_schools_and_govt_agencies.html,20200907T154500Z,americanthinker.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Gallatin : Critical Race Theory Training Banned The Patriot Post,https://patriotpost.us/articles/73263-critical-race-theory-training-banned-2020-09-07,20200907T193000Z,patriotpost.us,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump Bold Ban on Critical Race Theory Training,https://www.realclearpolitics.com/2020/09/07/trumprsquos_bold_ban_on_critical_race_theory_training_522533.html,20200907T214500Z,realclearpolitics.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gutfeld on Trump getting rid of critical race theory,https://www.foxnews.com/opinion/gutfeld-on-trump-getting-rid-of-critical-race-theory,20200907T231500Z,foxnews.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Is Critical Race Training Illegal ? ( Part 2 ) ,https://www.powerlineblog.com/archives/2020/09/is-critical-race-training-illegal-part-2.php,20200907T231500Z,powerlineblog.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Know What Youre Thinking : How is it that Government Agencies Come to Have Instruction on  Critical Race Theory ? ,https://www.redstate.com/shipwreckedcrew/2020/09/07/i-know-what-youre-thinking-how-is-it-that-government-agencies-come-to-have-instruction-on-critical-race-theory/,20200908T000000Z,redstate.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump Tells Agencies To End Trainings On  White Privilege  And  Critical Race Theory  ,https://www.mtpr.org/post/trump-tells-agencies-end-trainings-white-privilege-and-critical-race-theory,20200908T074500Z,mtpr.org,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump Is Unloading Both Barrels on Critical Race Theory,https://pjmedia.com/columns/stephen-kruiser/2020/09/08/the-morning-briefing-trump-is-unloading-both-barrels-on-critical-race-theory-just-in-time-n902854,20200908T143000Z,pjmedia.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump Is Right To Remove Critical Race Theory From Diversity Programs,https://thefederalist.com/2020/09/08/donald-trump-is-right-to-remove-critical-race-theory-from-diversity-programs/,20200908T173000Z,thefederalist.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tucker Carlson blasts critical race theory advocates , asks  Why havent they resigned ? ",https://www.foxnews.com/opinion/tucker-carlson-critical-race-theory-jeff-zucker,20200909T020000Z,foxnews.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professors nationwide push critical race theory narrative through massive # ScholarStrike  ,https://www.thecollegefix.com/professors-nationwide-push-critical-race-theory-narrative-through-massive-scholarstrike/,20200909T044500Z,thecollegefix.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump seeks to end  critical race theory  brainwashing in federal agencies – NaturalNews . com,https://www.naturalnews.com/2020-09-08-trump-seeks-to-end-critical-race-theory-brainwashing-federal-agencies.html,20200909T064500Z,naturalnews.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trump ends  critical race theory  training for federal employees , calls it a  sickness  ",https://www.legitgov.org/trump-ends-critical-race-theory-training-federal-employees-calls-it-sickness,20200909T090000Z,legitgov.org,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Critical race theory is the most dangerous ideology in America today,https://www.americanthinker.com/blog/2020/09/critical_race_theory_is_the_most_dangerous_ideology_in_america_today.html,20200909T113000Z,americanthinker.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tucker Carlson : Critical race theory is a lie from start to finish – Investment Watch,https://www.investmentwatchblog.com/tucker-carlson-critical-race-theory-is-a-lie-from-start-to-finish/,20200909T134500Z,investmentwatchblog.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FNC Carlson :  Critical Race Theory Is a Lie , from the First Word to the Last , from Start to Finish -- It Is Vicious , It Is Cruel  ",https://www.breitbart.com/clips/2020/09/09/fncs-carlson-critical-race-theory-is-a-lie-from-the-first-word-to-the-last-from-start-to-finish-it-is-vicious-it-is-cruel/,20200909T151500Z,breitbart.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Government Bans Critical Race Theory Training,https://ricochet.com/800223/federal-government-bans-critical-race-theory-training/?load-more=true&pid=800223&_ajax_nonce=d2d766cb81,20200909T161500Z,ricochet.com,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
