title,url,seendate,domain,NM_count,MO_count,ID_count,ND_count,SC_count,OH_count,ALL_RELEV_count,PA_count,AL_count,FL_count,IA_count,OR_count,NH_count,VA_count,AZ_count,KY_count,CT_count,USA_count,MI_count,KS_count,VT_count,RI_count,CA_count,ME_count,OK_count,IN_count,MS_count,NV_count,MT_count,TN_count,TX_count,GA_count,UT_count,HI_count,NE_count,MN_count,WI_count,CO_count,IL_count,WV_count,LA_count,AK_count,DE_count,NY_count,MD_count,WY_count,NC_count,SD_count,MA_count,NJ_count
"Fox guest admits that critical race theory panic is really about diversity , equity , and inclusion",https://www.mediamatters.org/fox-friends/fox-guest-admits-critical-race-theory-panic-really-about-diversity-equity-and-inclusion,20210806T161500Z,mediamatters.org,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Meet  Regular Dad  Ian Prior , The GOPer Waging War On CRT In VA",https://crooksandliars.com/2021/08/meet-regular-dad-ian-prior-goper-waging,20210806T161500Z,crooksandliars.com,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Critical Race Theory : A Spiritual Pox on America,https://www.gopusa.com/critical-race-theory-a-spiritual-pox-on-america/,20210806T163000Z,gopusa.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Regents CRT resolution formally introduced for Aug . 13 meeting,http://www.dailynebraskan.com/news/board-of-regents-crt-resolution-formally-introduced-for-aug-13-meeting/article_c8a8223a-f6c1-11eb-bcb1-afce0eb9618f.html,20210806T171500Z,dailynebraskan.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillsdale College combats CRT with 1776 curriculum for K - 12,https://www.oann.com/hillsdale-college-combats-crt-with-1776-curriculum-for-k-12/,20210806T173000Z,oann.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Spiropoulos Highlights an Immigrant American Parent Who Connects CRT Education to Olympic Athletes Without a Clue,https://theconservativetreehouse.com/blog/2021/08/06/john-spiropoulos-highlights-an-immigrant-american-parent-who-connects-crt-education-to-olympic-athletes-without-a-clue/,20210806T181500Z,theconservativetreehouse.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBHB Radio - Board of Regents approve statement and action plan regarding Critical Race Theory,https://www.kbhbradio.com/news/board-of-regents-approve-statement-and-action-plan-regarding-critical-race-theory,20210806T183000Z,kbhbradio.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota Board of Regents and Gov . Kristi Noem release varied statements on Critical Race Theory,https://www.jamestownsun.com/news/government-and-politics/7142909-South-Dakota-Board-of-Regents-and-Gov.-Kristi-Noem-release-varied-statements-on-Critical-Race-Theory,20210806T184500Z,jamestownsun.com,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Critical Race Theory Is Not the Basis for Instruction at South Dakota Colleges : Regents,https://www.theepochtimes.com/critical-race-theory-is-not-the-basis-for-instruction-at-south-dakotas-colleges-regents_3936933.html,20210806T191500Z,theepochtimes.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  Game on : Mom sued by teachers union after asking too many questions on CRT , demanding curriculum",https://www.bizpacreview.com/2021/08/06/mom-sued-by-teachers-union-after-asking-too-many-questions-on-crt-demanding-to-see-curriculum-1114296/,20210806T194500Z,bizpacreview.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nolte : WaPo Fact - Checker Exposed Trying to Discredit Critical Race Theory Critic Rufo,https://www.breitbart.com/the-media/2021/08/06/nolte-wapo-fact-checker-exposed-trying-to-discredit-critical-race-theory-critic-rufo/,20210806T204500Z,breitbart.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Explainer : What is critical race theory ? ,https://www.benningtonbanner.com/local-news/explainer-what-is-critical-race-theory/article_0f4bb35c-f6fc-11eb-ad15-db768360cad4.html,20210806T220000Z,benningtonbanner.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lt . Col . Allen West  appalled  that senior military leaders open to critical race theory,https://www.khou.com/article/news/politics/allen-west-dan-crenshaw-ted-cruz-young-americas-foundation/285-61144fbc-3171-487f-ae5d-6be486d38525,20210806T220000Z,khou.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Texas school district asked a Black principal to remove a photo of him kissing his white wife . Then the community branded him a critical race theory  boogeyman . ,https://www.msn.com/en-us/news/us/a-texas-school-district-asked-a-black-principal-to-remove-a-photo-of-him-kissing-his-white-wife-then-the-community-branded-him-a-critical-race-theory-boogeyman/ar-AAN1Q8T,20210806T230000Z,msn.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Battle over critical race theory moves to the ballot box as Republicans seize on the issue in Connecticut school board elections,https://www.msn.com/en-us/news/politics/battle-over-critical-race-theory-moves-to-the-ballot-box-as-republicans-seize-on-the-issue-in-connecticut-school-board-elections/ar-AAMVwG5,20210806T230000Z,msn.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outrageous ! Rhode Island teacher union sues mother to protect CRT data,https://www.americanthinker.com/blog/2021/08/outrageous_rhode_island_teachers_union_sues_mother_to_protect_crt_data.html,20210807T081500Z,americanthinker.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The  other CRT  culturally responsive teaching can truly make a difference,https://thehill.com/opinion/education/566022-the-other-crt-culturally-responsive-teaching-can-truly-make-a-difference,20210807T140000Z,thehill.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Critical Race Theory FORCED on West Point Cadets – Judicial Watch Sues,http://www.ruthfullyyours.com/2021/08/07/critical-race-theory-forced-on-west-point-cadets-judicial-watch-sues/,20210807T141500Z,ruthfullyyours.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Letter : Teachers unions shouldnt back critical race theory | Letters to the Editor,https://www.readingeagle.com/opinion/letters-to-editor/letter-teachers-unions-shouldn-t-back-critical-race-theory/article_a32bc326-f631-11eb-85c9-77dc233f7607.html,20210807T141500Z,readingeagle.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
School board to continue discussion of Critical Race Theory,https://pasoroblesdailynews.com/school-board-to-continue-discussion-of-critical-race-theory-at-upcoming-meeting/130852/,20210807T143000Z,pasoroblesdailynews.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRT and the Path to Dismantling White Supremacy,https://www.realclearpolitics.com/2021/08/07/crt_and_the_path_to_dismantling_white_supremacy_548874.html,20210807T151500Z,realclearpolitics.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teacher Union Sues Rhode Island Mom over Requests for CRT Curriculum Info,https://www.amren.com/news/2021/08/teachers-union-sues-rhode-island-mom-over-requests-for-crt-curriculum-info/,20210807T170000Z,amren.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Letter : Critical race theory is an issue,https://www.echopress.com/opinion/letters/7139577-Letter-Critical-race-theory-is-an-issue,20210807T171500Z,echopress.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Education Association sues R . I . parent opposed to critical race theory,https://www.washingtontimes.com:443/news/2021/aug/7/national-education-association-sues-ri-parent-oppo/,20210807T171500Z,washingtontimes.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Critical race theory has no place in public schools,https://lmtribune.com/opinion/critical-race-theory-has-no-place-in-public-schools/article_fe87aee1-f54b-5029-938c-244a79f880aa.html,20210808T080000Z,lmtribune.com,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Teaching CRT without the controversy,https://www.arkansasonline.com/news/2021/aug/08/teaching-crt-without-the-controversy/,20210808T083000Z,arkansasonline.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Editorial : What critical race theory is and isnt and why it belongs in schools,https://www.latimes.com/opinion/story/2021-08-08/editorial-what-critical-race-theory-is-and-isnt-and-why-it-belongs-in-schools,20210808T113000Z,latimes.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commentary : How to achieve objectives of critical race theory without the controversy,https://www.yakimaherald.com/opinion/commentary-how-to-achieve-objectives-of-critical-race-theory-without-the-controversy/article_6f67078f-a998-52e4-8edb-4b501035be59.html,20210808T121500Z,yakimaherald.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Game On ! Teachers Union sues parent concerned about CRT … – Investment Watch,https://www.investmentwatchblog.com/game-on-teachers-union-sues-parent-concerned-about-crt/,20210808T141500Z,investmentwatchblog.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How critical race theory degrades our national defense,https://www.christianpost.com:443/voices/how-critical-race-theory-degrades-our-national-defense.html,20210808T154500Z,christianpost.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Critical Race Theory  rewrites history ... and provides false narrative on our most impressionable youth  ,http://www.warwickadvertiser.com/home/critical-race-theory-rewrites-history-and-provides-false-narrative-on-our-most-impressionable-youth-IC1730183,20210808T203000Z,warwickadvertiser.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Critical race theory  becomes hot - button issue in school board races,https://www.darientimes.com/news/article/Critical-race-theory-becomes-hot-button-16370488.php,20210809T091500Z,darientimes.com,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No , critical race theory not being taught at Carolina schools",https://www.13newsnow.com/article/news/verify/verify-no-critical-race-theory-taught-carolina-schools-k-12-year/275-17bd97da-b56e-4b3c-9621-63fca83e602f,20210809T101500Z,13newsnow.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alveda King : Critical race theory – why it absolutely critical to know these facts,https://www.foxnews.com/opinion/critical-race-theory-critical-facts-alveda-king,20210809T104500Z,foxnews.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A war over critical race theory is dividing this Michigan town,https://www.msn.com/en-us/news/us/a-war-over-critical-race-theory-is-dividing-this-michigan-town/ar-AAN6tJ7,20210809T110000Z,msn.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grab a Seat : Bill Maher Had a Segment on Critical Race Theory With Ben Shapiro,https://townhall.com/tipsheet/mattvespa/2021/08/09/grab-a-seat-bill-maher-had-a-segment-on-critical-race-theory-with-ben-shapiro-n2593755,20210809T140000Z,townhall.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcolm Nance vs . Ben Shapiro really encapsulates the non - debate the left insists on having over CRT in schools,https://hotair.com/john-s-2/2021/08/07/malcolm-nance-vs-ben-shapiro-really-encapsulates-the-non-debate-the-left-insists-on-having-over-crt-in-schools-n407386,20210809T141500Z,hotair.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Carolina House Bill 324 would ban critical race theory,https://www.blueridgenow.com/story/news/2021/08/09/north-carolina-house-bill-324-would-ban-critical-race-theory-classrooms-crt-systemic-racism/5536802001/,20210809T160000Z,blueridgenow.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Taxpayers shouldnt fund critical race theory in schools,https://wcfcourier.com/opinion/letters/taxpayers-shouldnt-fund-critical-race-theory-in-schools/article_4fb3ead8-935f-5435-bb10-69f51ac245e0.html,20210809T163000Z,wcfcourier.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA Times editorial pushes critical race theory :  Needs to be part  of  ethnic studie course in high schools,https://www.foxnews.com/media/critical-race-theory-ethnic-studies-course-high-schools-los-angeles-times,20210809T180000Z,foxnews.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Reed PODCAST : 08 . 09 – Superintendent Grenita Lathan Says CRT Not in SPS,https://www.ksgf.com/episode/nick-reed-podcast-08-09-superintendent-grenita-lathan-says-crt-not-in-sps/,20210809T180000Z,ksgf.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NU student governments call on board to reject critical race theory proposal,https://kearneyhub.com/news/local/education/nus-student-governments-call-on-board-to-reject-critical-race-theory-proposal/article_00a508e5-cd20-57ac-b8f1-03efcdf71abc.html,20210809T181500Z,kearneyhub.com,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcolm Nance and Ben Shapiro clash over critical race theory,https://thegrio.com/2021/08/08/nance-shapiro-critical-race-theory/,20210809T183000Z,thegrio.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ayaan Hirsi Ali says critical race theory is  worst philosophy  | U . S . News,https://www.christianpost.com:443/us/ayaan-hirsi-ali-says-critical-race-theory-is-worst-philosophy.html,20210809T190000Z,christianpost.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Letter : CRT controversy opens minds,https://journalstar.com/opinion/letters/letter-crt-controversy-opens-minds/article_315073f4-da91-50b9-8b0d-245e4a695624.html,20210809T190000Z,journalstar.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Critical Race Theory statement made for Greencastle - Antrim schools,https://www.echo-pilot.com/story/news/2021/08/06/critical-race-theory-statement-made-greencastle-antrim-schools-diversity-equity-inclusivity/5514983001/,20210809T191500Z,echo-pilot.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alveda King decries  woke white folk pushing own form of critical race theory,https://news.yahoo.com/alveda-king-decries-woke-white-192400824.html,20210809T201500Z,news.yahoo.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRT Is Turning More Families To Homeschooling,https://kprcradio.iheart.com/content/2021-08-06-crt-is-turning-more-families-to-homeschooling/,20210809T201500Z,kprcradio.iheart.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teachers unions sue to block SK  critical race theory  records request,https://www.providencejournal.com/story/news/politics/2021/08/09/teachers-unions-sue-block-sk-critical-race-theory-records-request/5536505001/,20210809T201500Z,providencejournal.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former governor scolds UNL Green over opposition to critical race theory resolution,https://journalstar.com/news/local/education/former-governor-scolds-unls-green-over-opposition-to-critical-race-theory-resolution/article_fdfd6beb-421a-5ae5-998d-604e3bd9cb0f.html,20210809T213000Z,journalstar.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learning critical race theory and why it belongs in schools,http://www.orlandosentinel.com/opinion/editorials/os-op-lat-critical-race-theory-editorial-20210809-hgyxnsyr5rdcta3l2lit7i3zcy-story.html,20210809T213000Z,orlandosentinel.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Military academies stonewall demands for transparency of critical race theory curriculum,https://www.washingtontimes.com/news/2021/aug/9/military-academies-stonewall-demands-transparency-/,20210809T220000Z,washingtontimes.com,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Princeton Unveils  Black Lives Matter  Course Taught by Critical Race Theory Advocate,https://neonnettle.com/news/16235-princeton-unveils-black-lives-matter-course-taught-by-critical-race-theory-advocate,20210809T220000Z,neonnettle.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former Gov . Orr criticizes UNL for race theory statement,https://apnews.com/8e34ef5993778ef96033b07de3f91427,20210809T231500Z,apnews.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Race theory isnt part of curriculum -- Sandy Whisler,https://madison.com/wsj/opinion/letters/race-theory-isnt-part-of-curriculum----sandy-whisler/article_5f80d177-a94d-5c96-852e-e6695052ba37.html,20210810T071500Z,madison.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMENTARY : The truth about CRT,https://thetandd.com/opinion/columnist/commentary-the-truth-about-crt/article_9dc521ac-5684-500b-8afc-98e8517d2f94.html,20210810T080000Z,thetandd.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Far Right Manufactured Meaning Of Critical Race Theory,http://econintersect.com/pages/opinion/opinion.php?post=202108100231,20210810T083000Z,econintersect.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scholars have begun to expose 1619 Project and CRT as dangerous frauds,https://www.telegram.com/story/opinion/2021/08/10/scholars-have-begun-expose-1619-project-and-crt-dangerous-frauds/5425904001/,20210810T093000Z,telegram.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former Nebraska Gov . Kay Orr chastises UNL chancellor over statement opposing CRT resolution,https://nptelegraph.com/news/state-and-regional/former-nebraska-gov-kay-orr-chastises-unl-chancellor-over-statement-opposing-crt-resolution/article_2a19228b-3b50-505c-b88a-adc2161d7dde.html,20210810T094500Z,nptelegraph.com,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AEI Polling Report : COVID - 19 update , critical race theory , crime and the police , capitalism and inequality , and Ordinary Life : Getting more expensive ? | American Enterprise Institute",https://www.aei.org/research-products/report/aei-polling-report-covid-19-update-critical-race-theory-crime-and-the-police-capitalism-and-inequality-and-ordinary-life-getting-more-expensive/,20210810T103000Z,aei.org,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Critical Race Theory Understanding diverse perspectives in education,https://www.telegram.com/story/opinion/2021/08/10/critical-race-theory-understanding-diverse-perspectives-education/5539188001/,20210810T104500Z,telegram.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CRT a trojan horse to downgrade liberty,https://www.paducahsun.com/opinion/columnists/crt-a-trojan-horse-to-downgrade-liberty/article_acfa066a-008e-58e1-89aa-041ec74cc7a7.html,20210810T124500Z,paducahsun.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAACP forum to explore critical race theory,https://www.muskogeephoenix.com/news/naacp-forum-to-explore-critical-race-theory/article_a7004809-7827-54bc-b5c4-8ccabdf75f8c.html,20210810T143000Z,muskogeephoenix.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anti - Critical Race Theory Activists Are Drowning Out Black Parents Fighting School Racism,https://www.newsweek.com/anti-critical-race-theory-activists-are-drowning-out-black-parents-fighting-school-racism-1617874,20210810T144500Z,newsweek.com,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Parents in America heartland push back against critical race theory :  We are the last line of defense  ,https://www.foxnews.com/media/midwest-parents-fight-critical-race-theory,20210810T150000Z,foxnews.com,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Critical race theory and its role in education,https://www.telegram.com/story/opinion/columns/guest/2021/08/10/critical-race-theory-and-its-role-education/5549532001/,20210810T153000Z,telegram.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Letter : The real truth of Critical Race Theory,https://www.newstimes.com/opinion/article/Letter-The-real-truth-of-Critical-Race-Theory-16377016.php,20210810T160000Z,newstimes.com,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
