title,url,seendate,domain,total_repeats,NM_count,MO_count,ID_count,ND_count,SC_count,OH_count,ALL_RELEV_count,PA_count,AL_count,FL_count,IA_count,OR_count,NH_count,VA_count,AZ_count,KY_count,CT_count,USA_count,MI_count,KS_count,VT_count,RI_count,CA_count,ME_count,OK_count,IN_count,MS_count,NV_count,MT_count,TN_count,TX_count,GA_count,UT_count,HI_count,NE_count,MN_count,WI_count,CO_count,IL_count,WV_count,LA_count,AK_count,DE_count,NY_count,MD_count,WY_count,NC_count,SD_count,MA_count,NJ_count
CDC Moving Ahead with Critical Race Theory Trainings Despite Trump Order,https://news.yahoo.com/cdc-moving-ahead-critical-race-204124722.html,20200914T211500Z,news.yahoo.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Report CDC to violate President EO to end critical race theory training,https://www.independentsentinel.com/report-cdc-to-violate-presidents-eo-to-end-critical-race-theory-training/,20200915T004500Z,independentsentinel.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDC defies Trump , proceeds with critical race theory training despite executive order",https://therightscoop.com/cdc-defies-trump-proceeds-with-critical-race-theory-training-despite-executive-order/,20200915T024500Z,therightscoop.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The CDC blatantly violates a Trump order regarding Critical Race Theory,https://www.americanthinker.com/blog/2020/09/the_cdc_blatantly_violates_a_trump_order_regarding_critical_race_theory_.html,20200915T110000Z,americanthinker.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMB Director Russell Vought On The Decision To Defund The  Problematic and Un - American  Critical Race Theory In Federal Agencies,https://ricochet.com/podcast/federalist-radio-hour/omb-director-russell-vought-on-the-decision-to-defund-the-problematic-and-un-american-critical-race-theory-in-federal-agencies/,20200915T150000Z,ricochet.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMB Director Russell Vought On Defunding Critical Race Theory In Federal Agencies,https://thefederalist.com/2020/09/15/omb-director-russell-vought-on-defunding-critical-race-theory-in-federal-agencies/,20200915T160000Z,thefederalist.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDC reportedly defying Trump EO , moving ahead with  critical race theory  training sessions",https://www.bizpacreview.com/2020/09/15/cdc-reportedly-defying-trump-eo-moving-ahead-with-critical-race-theory-training-sessions-972822,20200915T171500Z,bizpacreview.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDC Critical Race Theory Training Violating Trump Ban Canceled After Whistle Blown,https://www.theepochtimes.com/cdcs-critical-race-theory-training-violating-trumps-ban-cancelled-after-whistle-blown_3500728.html,20200915T180000Z,theepochtimes.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRT Energy Assistance Program | News Radio 1410 AM & 100 . 9 FM,https://newsradio1410.iheart.com/content/2020-09-15-crt-energy-assistance-program/,20200915T190000Z,newsradio1410.iheart.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRT Energy Assistance Program | Country 92 - 5,https://country925.iheart.com/content/2020-09-15-crt-energy-assistance-program/,20200915T194500Z,country925.iheart.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRT Energy Assistance Program | The River 105 . 9,https://theriver1059.iheart.com/content/2020-09-15-crt-energy-assistance-program/,20200915T203000Z,theriver1059.iheart.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White House Cancels CDC Critical Race Theory Training Program,https://www.breitbart.com/politics/2020/09/15/white-house-cancels-cdc-critical-race-theory-training-program/,20200915T210000Z,breitbart.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump admin shuts down CDC training that purportedly flouted executive order on critical race theory,https://www.foxnews.com/politics/cdc-critical-race-theory-training,20200915T223000Z,foxnews.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unsubscribing , Solidarity Statements , Critical Race Theory , And The Enervation Of One Quadruple - Minority Professor",https://abovethelaw.com/2020/09/unsubscribing-solidarity-statements-critical-race-theory-and-the-enervation-of-one-quadruple-minority-professor/,20200915T231500Z,abovethelaw.com,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRT Energy Assistance Program,https://kc101.iheart.com/content/2020-09-15-crt-energy-assistance-program/,20200916T010000Z,kc101.iheart.com,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDC Defies Trump Ban on Critical Race Theory Training,https://www.980waav.com/news/cdc-defies-trump-ban-on-critical-race-theory-training/,20200916T041500Z,980waav.com,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White House cancels CDC  critical race theory  training after Trump banned it as  divisive  -- Puppet Masters -- Sott . net,https://www.sott.net/article/441455-White-House-cancels-CDCs-critical-race-theory-training-after-Trump-banned-it-as-divisive,20200916T121500Z,sott.net,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thomas Gallatin : Marxist CRT Infecting Entire Govt , Thanks to Obama The Patriot Post",https://patriotpost.us/articles/73480-marxist-crt-infecting-entire-govt-thanks-to-obama-2020-09-16,20200916T161500Z,patriotpost.us,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pull up a chair and let John MacArthur perfectly summarize the cancer of Critical Race Theory for you -- Society Child -- Sott . net,https://www.sott.net/article/441463-Pull-up-a-chair-and-let-John-MacArthur-perfectly-summarize-the-cancer-of-Critical-Race-Theory-for-you,20200916T220000Z,sott.net,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Critical Race Theory Indoctrination in Our Schools,http://www.frontpagemag.com/fpm/2020/09/critical-race-theory-indoctrination-our-schools-joseph-klein/,20200917T040000Z,frontpagemag.com,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What Is Critical Race Theory and Why Is Trump Afraid of It ? ,https://www.thenation.com/article/politics/trump-critical-race-theory/,20200917T093000Z,thenation.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UC law deans refute federal government criticism of Critical Race Theory,https://www.dailycal.org/2020/09/17/uc-law-school-deans-refute-federal-government-criticism-of-critical-race-theory/,20200917T130000Z,dailycal.org,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump crack down on  critical race theory  training leads to cancelation of Justice Department  unconscious bia program,https://www.marketwatch.com/story/trumps-crack-down-on-critical-race-theory-training-leads-to-cancelation-of-justice-department-unconscious-bias-program-2020-09-17,20200917T133000Z,marketwatch.com,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Critical Race Theory Indoctrination in Our Schools - American Renaissance,https://www.amren.com/news/2020/09/critical-race-theory-indoctrination-in-our-schools/,20200917T193000Z,amren.com,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trump takes aim at cancel culture , calls 1619 Project and Critical - Race Theory  ideological poison  ",https://www.washingtontimes.com/news/2020/sep/17/trump-takes-aim-cancel-culture-calls-1619-project-/,20200917T193000Z,washingtontimes.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seditious CDC moves forward with  critical race theory  instruction blaming white people for racism despite Trump order to shut it down – NaturalNews . com,https://www.naturalnews.com/2020-09-17-seditious-cdc-moves-forward-critical-race-theory-instruction.html,20200917T194500Z,naturalnews.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trump Takes Aim at Critical Race Theory , Proposes  Patriotic Education  Commission",https://www.theepochtimes.com/trump-takes-aim-at-critical-race-theory-proposes-patriotic-education-commission_3504254.html,20200917T203000Z,theepochtimes.com,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Christopher Rufo on Critical Race Theory and the Trump Admin Recent Ban,https://www.theepochtimes.com/christopher-rufo-on-critical-race-theory-and-the-trump-admins-recent-ban_3504100.html,20200917T204500Z,theepochtimes.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Constitution Day : Trump Announces  1776 Commission  to Fight CRT Propaganda,https://www.breitbart.com/politics/2020/09/17/constitution-day-donald-trump-announces-1776-commission-to-fight-left-wing-indoctrination/,20200917T211500Z,breitbart.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seditious CDC moves forward with  critical race theory  instruction blaming white people for racism despite Trump order to shut it down,http://revolutionradio.org/2020/09/17/seditious-cdc-moves-forward-with-critical-race-theory-instruction-blaming-white-people-for-racism-despite-trump-order-to-shut-it-down/,20200917T221500Z,revolutionradio.org,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President Trump Ban On Critical Race Theory , Explained",https://www.zerohedge.com/political/president-trumps-ban-critical-race-theory-explained,20200918T000000Z,zerohedge.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4 Key Moments From Trump Speech on History , Critical Race Theory",https://www.dailysignal.com/2020/09/17/4-key-moments-from-trumps-speech-on-history-critical-race-theory/,20200918T034500Z,dailysignal.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The man behind Trump campaign against  critical race theory  ,https://news.yahoo.com/the-man-behind-trumps-campaign-against-critical-race-theory-120005948.html,20200918T131500Z,news.yahoo.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Critical Race Theory in American Classrooms,https://www.city-journal.org:443/critical-race-theory-in-american-classrooms,20200918T163000Z,city-journal.org,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  It will destroy our country : Trump targets school curriculums teaching  Marxist doctrines , critical race theory",https://www.stripes.com/news/us/it-will-destroy-our-country-trump-targets-school-curriculums-teaching-marxist-doctrines-critical-race-theory-1.645612,20200918T170000Z,stripes.com,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FNC Carlson : Well Look Back on Incorporating BLM , 1619 Project , Critical Race Theory in Schools in  Shame and Horror  ",https://www.breitbart.com/politics/2020/09/18/fncs-carlson-well-look-back-on-incorporating-blm-1619-project-critical-race-theory-in-schools-in-shame-and-horror/,20200918T191500Z,breitbart.com,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
Here why Trump and his supporters are so threatened by  critical race theory  ,https://www.alternet.org/2020/09/heres-why-trump-and-his-supporters-are-so-threatened-by-critical-race-theory/,20200918T194500Z,alternet.org,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trump takes on 1619 Project , critical race theory . ",https://slate.com/news-and-politics/2020/09/trump-takes-on-1619-project-critical-race-theory.html,20200918T230000Z,slate.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quotation of the day on the  1619 Project  and  critical race theory …. | American Enterprise Institute,https://www.aei.org/carpe-diem/quotation-of-the-day-on-the-1619-project-and-critical-race-theory-2/,20200919T024500Z,aei.org,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIGHT SPEAK : President Trump Takes Aim at Cancel Culture , Calls 1619 Project and Critical - Race Theory  ideological poison ; Announces EO Establishing  1776 Commission  To Combat  1619 Project , and other related stories",http://www.rightspeak.net/2020/09/president-trump-takes-aim-at-cancel.html,20200919T050000Z,rightspeak.net,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump crackdown on  critical race theory  training leads to cancellation of Justice Department  unconscious bia program,https://www.msn.com/en-us/news/politics/trump-s-crackdown-on-critical-race-theory-training-leads-to-cancellation-of-justice-department-unconscious-bias-program/ar-BB198EQW,20200919T090000Z,msn.com,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swarthmore College student paper : Mandate critical race theory for graduation,https://www.thecollegefix.com/swarthmore-college-student-paper-mandate-critical-race-theory-for-graduation/,20200921T000000Z,thecollegefix.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trump ban on Critical Race Theory , explained » MercatorNet",https://mercatornet.com/trumps-ban-on-critical-race-theory-explained/66754/,20200921T050000Z,mercatornet.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 most extreme  Critical Race Theory  classes & trainings at US colleges,https://campusreform.org/?id=15687,20200921T173000Z,campusreform.org,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"What is critical race theory , President Trump latest political target ? ",https://www.bostonglobe.com/2020/09/21/metro/what-is-critical-race-theory-president-trumps-latest-political-target/,20200921T190000Z,bostonglobe.com,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Orwellian Indoctrination of Kindergarteners With Critical Race Theory Is Outrageous and Must Be Stopped,https://www.lewrockwell.com/2020/09/no_author/the-orwellian-indoctrination-of-kindergarteners-with-critical-race-theory-is-outrageous-and-must-be-stopped/,20200922T083000Z,lewrockwell.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The new religion of critical race theory,https://www.christianpost.com:443/voices/the-new-religion-of-critical-race-theory.html,20200922T150000Z,christianpost.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The 10 Most Extreme  Critical Race Theory  Classes & Trainings At US Colleges,https://www.zerohedge.com/political/10-most-extreme-critical-race-theory-classes-trainings-us-colleges,20200922T224500Z,zerohedge.com,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trump signs executive order barring critical - race theory training by federal contractors,https://www.washingtontimes.com/news/2020/sep/22/trump-signs-executive-order-barring-critical-race-/,20200923T003000Z,washingtontimes.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good : President Trump executive order abolishing critical race theory has the potential  to cripple hundreds of academic projects  ,https://twitchy.com/brettt-3136/2020/09/22/good-president-trumps-executive-order-abolishing-critical-race-theory-has-the-potential-to-cripple-hundreds-of-academic-projects/,20200923T041500Z,twitchy.com,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump Signs Order to Combat Critical Race Theory Training by Federal Contractors,https://www.theepochtimes.com/trump-signs-order-to-combat-critical-race-theory-training-by-federal-contractors_3510603.html,20200923T041500Z,theepochtimes.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump vs . Critical Race Theory | Frontpagemag,http://www.frontpagemag.com/fpm/2020/09/trump-blasts-marxist-doctrine-known-critical-race-frontpagemagcom/,20200923T041500Z,frontpagemag.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reuters editor calls White House order banning government training on critical race theory  bananas  ,https://twitchy.com/brettt-3136/2020/09/22/reuters-editor-calls-white-house-order-banning-government-training-on-critical-race-theory-bananas/,20200923T041500Z,twitchy.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trump strikes a second , massive blow against Critical Race theory",https://www.americanthinker.com/blog/2020/09/trump_strikes_a_second_massive_blow_against_critical_race_theory.html,20200923T101500Z,americanthinker.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trump strikes a second , massive blow against Critical Race theory By Andrea Widburg",http://www.ruthfullyyours.com/2020/09/23/trump-strikes-a-second-massive-blow-against-critical-race-theory-by-andrea-widburg/,20200923T121500Z,ruthfullyyours.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Just Like Freud Psychoanalysis , Critical Race Theory Will Be Discredited",https://thefederalist.com/2020/09/23/just-like-freuds-psychoanalysis-critical-race-theory-will-ultimately-collapse/,20200923T131500Z,thefederalist.com,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump expands ban on critical race theory to federal contractors,https://canadafreepress.com/article/trump-expands-ban-on-critical-race-theory-to-federal-contractors,20200923T131500Z,canadafreepress.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump Extends Ban on Critical Race Theory to Federal Contractors,https://www.breitbart.com/news/trump-extends-ban-on-anti-racism-training-for-federal-contractors/,20200923T133000Z,breitbart.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Gallatin :  Critical Race  Training Banned for Fed Contractors The Patriot Post,https://patriotpost.us/articles/73660-critical-race-training-banned-for-fed-contractors-2020-09-23,20200923T151500Z,patriotpost.us,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weve Seen This Movie Before : Just Like Freud Psychoanalysis , Critical Race Theory Will Ultimately Collapse",http://freerepublic.com/focus/f-news/3886882/posts,20200923T151500Z,freerepublic.com,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pres . Trump Executive Order Banning Critical Race Theory Doctrine Will Rock Universities Across the Country,https://www.redstate.com/shipwreckedcrew/2020/09/23/pres-trumps-executive-order-banning-critical-race-theory-doctrine-will-rock-universities-across-the-country/,20200923T154500Z,redstate.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump Directive on Critical Race Theory Affirms Martin Luther King Jr . Vision,http://freerepublic.com/focus/f-news/3886900/posts,20200923T163000Z,freerepublic.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trump Strikes a Second , Massive Blow Against Critical Race Theory",https://www.amren.com/news/2020/09/trump-strikes-a-second-massive-blow-against-critical-race-theory/,20200923T173000Z,amren.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump Bans Companies That Use  Critical Race Theory  From Getting Govt . Contracts,https://pjmedia.com/news-and-politics/megan-fox/2020/09/23/trump-bans-companies-that-use-critical-race-theory-from-getting-govt-contracts-n958223,20200923T183000Z,pjmedia.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump Expands Fight Against Critical Race Theory to Federal Contractors,https://www.breitbart.com/politics/2020/09/22/trump-expands-fight-against-critical-race-theory-to-private-contractors/,20200923T191500Z,breitbart.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # DELETED : Critical Race Theory Dominates Big Tech,https://www.breitbart.com/politics/2020/09/23/deleted-big-tech-racist-critical-race-theory/,20200923T214500Z,breitbart.com,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The unbiblical theory of critical race,https://www.christianpost.com:443/voices/the-unbiblical-theory-of-critical-race.html,20200923T230000Z,christianpost.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trump Strikes A Second Major Blow Against  Critical Race Theory  ,https://www.zerohedge.com/political/trump-strikes-second-major-blow-against-critical-race-theory,20200924T013000Z,zerohedge.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
